date,direction,breakout_time,or_high,or_low,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,shares,pnl,r_multiple
2026-04-07,long,2026-04-07 09:45:00-04:00,463.7116768996109,462.6527786713585,2026-04-07 10:30:00-04:00,464.16046847825885,462.8304514550821,465.55409388761564,2026-04-07 11:20:00-04:00,465.5075384782269,TP,78.51593492565252,105.76646045778841,1.0128216229522622
2026-04-08,short,2026-04-08 09:45:00-04:00,463.9285754507616,463.12906955499193,2026-04-08 11:20:00-04:00,461.46881539157175,463.4174999180624,460.97225378893586,2026-04-08 11:20:00-04:00,461.01835101431476,TP,54.13148881327746,24.384307398266863,0.23116331614139096
2026-04-16,long,2026-04-16 09:45:00-04:00,450.1611592639947,448.74041712036586,2026-04-16 10:25:00-04:00,449.7269473326638,445.7037092870579,450.62650447456997,2026-04-16 11:10:00-04:00,450.5814418241225,TP,26.279587864752887,22.45576306823611,0.21238974223559853
2026-04-17,long,2026-04-17 09:45:00-04:00,448.0571293822791,445.9791168790962,2026-04-17 10:30:00-04:00,448.947488310677,447.9106121794979,450.62650447456997,2026-04-17 10:40:00-04:00,450.5814418241225,TP,102.18539338012648,166.9661825362716,1.5758425373216556
2026-04-21,short,2026-04-21 09:45:00-04:00,460.1494126545696,458.94263199773366,2026-04-21 10:45:00-04:00,456.5095742759813,460.28636552685236,446.6266527154381,2026-04-21 11:25:00-04:00,455.4897333903006,EOD (cierre de sesión),28.495950670173098,29.06133556978309,0.2700283965775184
2026-05-05,long,2026-05-05 09:45:00-04:00,449.9788971234723,448.02897735673935,2026-05-05 11:10:00-04:00,449.22355349578675,448.0953153068469,450.9774671561638,2026-05-05 11:25:00-04:00,448.0505057753162,SL,95.64812784210109,-112.19981833245237,-1.0397163754692558
2026-05-06,long,2026-05-06 09:45:00-04:00,446.15272814947906,445.00134070627416,2026-05-06 10:30:00-04:00,446.7429371910252,444.86731782511686,449.7036366000248,2026-05-06 11:25:00-04:00,445.72813703444007,EOD (cierre de sesión),56.93685738684945,-57.77953179163973,-0.5410480266040928
2026-05-11,long,2026-05-11 09:55:00-04:00,441.66417247355326,440.34707291107236,2026-05-11 10:35:00-04:00,443.0550210181583,440.57478842095964,448.6342272556239,2026-05-11 11:25:00-04:00,442.0595460911812,EOD (cierre de sesión),42.82424041631601,-42.630457601282984,-0.40136353667050334
2026-05-18,long,2026-05-18 09:55:00-04:00,486.2168151337171,484.1545135095717,2026-05-18 10:50:00-04:00,486.00021917149934,484.36176675794917,486.6869991223533,2026-05-18 10:50:00-04:00,486.6383304224411,TP,64.56566671081256,41.200078352723644,0.3894597399744345
2026-05-19,short,2026-05-19 09:50:00-04:00,489.5812721846976,488.6216229645055,2026-05-19 10:40:00-04:00,487.6162977442476,489.55425421779154,484.50756682370064,2026-05-19 10:55:00-04:00,489.6032096432133,SL,54.79987537807157,-108.88252445052639,-1.0252613647881512
2026-05-20,short,2026-05-20 09:45:00-04:00,487.5356225552351,486.7141401169357,2026-05-20 10:20:00-04:00,486.071381547175,486.36263654818123,484.50756682370064,2026-05-20 10:25:00-04:00,486.41127281183606,SL,360.8897619978849,-122.66327760868583,-1.1669885958586137
2026-05-25,short,2026-05-25 09:50:00-04:00,490.29680588805655,488.8340243791255,2026-05-25 10:45:00-04:00,488.005521484421,488.8251694327146,484.3307483930229,2026-05-25 10:50:00-04:00,488.8740519496578,SL,126.742603863063,-110.07981269850977,-1.0596384301882553
2026-05-29,long,2026-05-29 09:45:00-04:00,507.44713615323485,506.68333752126426,2026-05-29 11:05:00-04:00,510.6246901259999,508.391944491762,515.0901813944757,2026-05-29 11:25:00-04:00,511.0812264515577,EOD (cierre de sesión),46.034584287000044,21.016459958968127,0.2044730570993288
2026-06-18,short,2026-06-18 10:00:00-04:00,504.3329808195578,502.6645456276266,2026-06-18 10:55:00-04:00,500.8978882164086,503.5139692404421,495.66572616834156,2026-06-18 11:25:00-04:00,500.92601904531585,EOD (cierre de sesión),39.36945405901415,-1.1074953763060162,-0.010753041916063695
2026-07-06,long,2026-07-06 09:45:00-04:00,509.65269055811734,507.4584849723672,2026-07-06 10:25:00-04:00,511.96102216094374,510.8067184365348,512.6905699053531,2026-07-06 10:30:00-04:00,512.6393008483625,TP,89.2162128206918,60.51345572849101,0.5876085063886265
2026-07-09,long,2026-07-09 09:45:00-04:00,524.7828070111017,522.4498929376854,2026-07-09 10:35:00-04:00,528.5913941736364,519.2284211200894,547.3173402807306,2026-07-09 11:25:00-04:00,526.6619565536568,EOD (cierre de sesión),11.063552218023837,-21.34643386006498,-0.20607104270675478
2026-07-14,long,2026-07-14 09:45:00-04:00,538.8125801825635,537.3816609998926,2026-07-14 10:40:00-04:00,540.604409268168,533.8030472216856,554.2071333611327,2026-07-14 11:25:00-04:00,540.1016639900724,EOD (cierre de sesión),15.199055167006149,-7.641253216725615,-0.07391832322108682
2026-07-15,long,2026-07-15 10:15:00-04:00,547.278661135488,545.9568402996757,2026-07-15 11:25:00-04:00,547.8882170810961,546.3785348972358,548.2648634683263,2026-07-15 11:25:00-04:00,547.8135180458291,EOD (cierre de sesión),68.42358314050394,-5.111175650101347,-0.04947997404057024
2026-07-17,short,2026-07-17 09:55:00-04:00,547.9900509033001,545.8638155228701,2026-07-17 10:40:00-04:00,545.0231864058211,547.4421680914098,541.6360832936986,2026-07-17 11:25:00-04:00,544.3134440393021,EOD (cierre de sesión),42.68190754882505,30.293158071247444,0.293405432024279
2026-07-27,short,2026-07-27 09:55:00-04:00,542.5944597700873,540.3177322859963,2026-07-27 11:20:00-04:00,541.29138101244,542.6236444152929,538.0005894664935,2026-07-27 11:25:00-04:00,542.6779067797345,SL,77.72463315104697,-107.76720661744119,-1.0407294565964735
2026-07-28,long,2026-07-28 09:55:00-04:00,536.5250226486586,534.7148028435272,2026-07-28 10:50:00-04:00,536.1256160863113,534.5546199731617,542.4612570009892,2026-07-28 11:25:00-04:00,536.6421906992614,EOD (cierre de sesión),65.22741292828391,33.69482558716333,0.32881979059415545
2026-08-11,long,2026-08-11 09:45:00-04:00,542.5093540606315,541.3450455663195,2026-08-11 11:10:00-04:00,545.140769464793,544.0906560307142,546.0274507893791,2026-08-11 11:15:00-04:00,544.0362469651111,SL,97.90271898310722,-108.13575589687954,-1.0518125602790653
